Subject_Age_Group,Was_Weapon_Reported,Officer_Gender,Officer_Race,Subject_Perceived_Race,Subject_Perceived_Gender,Frisk_Flag,Officer_Age,Legal_Action_Taken,Arrested,Physical_Arrest,count
18 - 25,No Weapon Reported,M,White,Asian,M,0,44,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,37,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,37,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,22,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,30,1,0,0,1
18 - 25,No Weapon Reported,F,Two or More Races,Unknown,M,0,40,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,0,26,1,1,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,Black or African American,M,1,33,1,1,0,1
18 - 25,No Weapon Reported,F,White,White,M,0,48,1,0,0,1
18 - 25,No Weapon Reported,F,White,White,M,0,48,1,0,0,1
18 - 25,No Weapon Reported,F,White,White,M,0,48,1,0,0,1
18 - 25,No Weapon Reported,M,American Indian/Alaska Native,Asian,M,0,54,1,1,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,White,M,0,27,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,23,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,M,1,29,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,1,40,1,1,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,Black or African American,M,0,31,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,1,45,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,32,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,42,1,0,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,White,M,0,33,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,32,1,1,0,1
18 - 25,No Weapon Reported,M,Asian,Unknown,M,0,48,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,57,1,0,0,1
18 - 25,No Weapon Reported,F,White,Black or African American,M,0,36,1,1,0,1
18 - 25,Weapon Reported,M,White,White,M,1,59,1,1,0,1
18 - 25,No Weapon Reported,F,White,White,F,0,48,1,0,0,1
18 - 25,No Weapon Reported,M,White,Multi-Racial,M,1,42,1,1,0,1
18 - 25,No Weapon Reported,F,Black or African American,American Indian or Alaska Native,F,0,24,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,29,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,41,1,0,0,1
18 - 25,No Weapon Reported,M,Black or African American,White,F,1,51,1,1,0,1
18 - 25,No Weapon Reported,M,White,Multi-Racial,M,0,56,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,47,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,29,1,1,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,White,F,0,47,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,M,1,50,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,27,1,1,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,White,M,0,33,1,0,0,1
18 - 25,No Weapon Reported,F,Two or More Races,Black or African American,F,0,27,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,57,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,27,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,0,30,1,0,0,1
18 - 25,No Weapon Reported,M,White,Hispanic,F,0,28,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,0,29,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,28,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,42,1,1,0,1
18 - 25,No Weapon Reported,M,Two or More Races,White,F,0,25,1,0,0,1
18 - 25,No Weapon Reported,M,Two or More Races,White,M,0,25,1,0,0,1
18 - 25,No Weapon Reported,M,Black or African American,Black or African American,M,1,30,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,34,1,1,0,1
18 - 25,No Weapon Reported,F,White,Unknown,F,0,26,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,25,1,0,0,1
18 - 25,Weapon Reported,M,Two or More Races,White,M,0,35,1,0,0,1
18 - 25,No Weapon Reported,M,Not Specified,Black or African American,M,0,27,1,0,0,1
18 - 25,No Weapon Reported,F,White,White,M,0,27,1,1,0,1
18 - 25,No Weapon Reported,M,Black or African American,Unknown,M,0,53,1,0,0,1
18 - 25,No Weapon Reported,M,Black or African American,Unknown,F,0,53,1,0,0,1
18 - 25,No Weapon Reported,M,White,Hispanic,F,0,28,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,1,34,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,32,0,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,28,1,0,0,1
18 - 25,No Weapon Reported,F,White,White,F,0,53,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,31,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,0,33,1,1,0,1
18 - 25,No Weapon Reported,M,White,Multi-Racial,F,0,34,1,0,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,Hispanic,M,0,28,1,1,0,1
18 - 25,No Weapon Reported,M,Not Specified,White,F,0,27,1,1,0,1
18 - 25,No Weapon Reported,M,Not Specified,Black or African American,M,0,32,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,41,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,32,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,M,1,25,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,25,1,0,0,1
18 - 25,No Weapon Reported,M,White,Hispanic,F,0,33,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,36,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,32,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,32,1,0,0,1
18 - 25,No Weapon Reported,M,White,Unknown,M,1,32,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,29,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,29,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,34,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,28,1,0,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,Hispanic,M,0,31,1,0,0,1
18 - 25,Weapon Reported,M,White,Asian,M,1,31,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,40,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,41,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,0,31,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,31,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,32,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,32,1,0,0,1
18 - 25,No Weapon Reported,M,White,Multi-Racial,M,0,28,1,0,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,Black or African American,F,1,26,1,0,0,1
18 - 25,No Weapon Reported,M,Black or African American,Black or African American,M,0,27,1,0,0,1
18 - 25,Weapon Reported,M,Two or More Races,White,M,0,28,1,1,0,1
18 - 25,No Weapon Reported,M,White,Unknown,F,0,30,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,29,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,29,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,30,1,0,0,1
18 - 25,No Weapon Reported,M,Black or African American,Black or African American,M,0,50,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,0,49,1,0,0,1
18 - 25,No Weapon Reported,M,White,American Indian or Alaska Native,M,1,27,1,0,0,1
18 - 25,No Weapon Reported,M,White,American Indian or Alaska Native,M,1,27,1,1,0,1
18 - 25,No Weapon Reported,M,White,American Indian or Alaska Native,F,0,27,1,0,0,1
18 - 25,No Weapon Reported,M,Asian,Black or African American,M,0,26,1,0,0,1
18 - 25,No Weapon Reported,M,Asian,Black or African American,M,0,26,1,0,0,1
18 - 25,No Weapon Reported,M,White,Unknown,M,1,40,0,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,35,1,0,0,1
18 - 25,No Weapon Reported,M,Two or More Races,White,F,0,49,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,27,1,0,0,1
18 - 25,No Weapon Reported,F,White,White,M,0,53,1,0,0,1
18 - 25,No Weapon Reported,M,White,Hispanic,M,0,32,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,29,1,1,0,1
18 - 25,No Weapon Reported,M,Not Specified,White,F,0,33,1,0,0,1
18 - 25,Weapon Reported,M,White,White,M,1,25,1,1,0,1
18 - 25,Weapon Reported,M,White,Black or African American,M,1,25,1,1,0,1
18 - 25,No Weapon Reported,M,Two or More Races,Black or African American,F,0,25,1,1,0,1
18 - 25,No Weapon Reported,M,Two or More Races,Black or African American,M,0,26,1,0,0,1
18 - 25,No Weapon Reported,F,White,Black or African American,M,0,32,1,1,0,1
18 - 25,No Weapon Reported,M,Black or African American,Black or African American,F,0,30,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,49,1,0,0,1
18 - 25,No Weapon Reported,M,White,Unknown,M,1,29,1,1,0,1
18 - 25,No Weapon Reported,M,White,Unknown,M,0,49,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,31,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,25,1,1,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,Hispanic,M,0,28,1,1,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,White,M,1,26,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,0,28,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,28,1,0,0,1
18 - 25,No Weapon Reported,M,Two or More Races,White,M,0,34,1,1,0,1
18 - 25,No Weapon Reported,M,Black or African American,White,M,0,51,1,1,0,1
18 - 25,No Weapon Reported,M,Not Specified,Hispanic,M,1,50,1,1,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,Black or African American,M,1,31,1,1,0,1
18 - 25,No Weapon Reported,F,White,White,M,1,48,1,0,0,1
18 - 25,No Weapon Reported,M,Black or African American,Hispanic,M,0,27,1,0,0,1
18 - 25,No Weapon Reported,M,White,Unknown,F,0,32,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,32,1,0,0,1
18 - 25,No Weapon Reported,M,White,American Indian or Alaska Native,F,0,30,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,M,1,37,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,1,37,1,0,0,1
18 - 25,No Weapon Reported,M,Asian,Black or African American,M,0,54,1,0,0,1
18 - 25,No Weapon Reported,F,White,White,M,0,53,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,37,1,0,0,1
18 - 25,No Weapon Reported,M,White,Hispanic,M,0,32,1,1,0,1
18 - 25,No Weapon Reported,M,White,Hispanic,M,1,32,1,1,0,1
18 - 25,No Weapon Reported,M,White,Unknown,M,0,27,1,1,0,1
18 - 25,No Weapon Reported,M,Asian,White,M,0,29,1,1,0,1
18 - 25,No Weapon Reported,F,White,Unknown,M,0,32,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,37,0,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,31,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,55,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,55,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,56,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,33,1,1,0,1
18 - 25,No Weapon Reported,M,White,American Indian or Alaska Native,M,1,49,1,1,0,1
18 - 25,No Weapon Reported,M,Asian,Asian,M,1,31,1,0,0,1
18 - 25,Weapon Reported,M,White,Black or African American,M,1,28,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,1,28,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,28,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,30,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,31,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,56,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,56,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,56,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,38,1,1,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,Hispanic,M,1,27,1,0,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,White,M,0,28,1,0,0,1
18 - 25,No Weapon Reported,M,White,Hispanic,F,0,25,1,1,0,1
18 - 25,No Weapon Reported,M,White,Multi-Racial,F,0,34,0,0,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,Hispanic,F,0,33,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,37,1,1,0,1
18 - 25,No Weapon Reported,F,White,Black or African American,M,0,36,1,1,0,1
18 - 25,No Weapon Reported,F,White,Black or African American,M,0,36,1,0,0,1
18 - 25,No Weapon Reported,F,White,Black or African American,F,0,36,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,0,32,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,32,1,0,0,1
18 - 25,No Weapon Reported,F,White,White,M,0,26,1,1,0,1
18 - 25,No Weapon Reported,F,White,Multi-Racial,M,0,26,1,1,0,1
18 - 25,No Weapon Reported,M,White,Asian,M,0,34,1,0,0,1
18 - 25,No Weapon Reported,M,Nat Hawaiian/Oth Pac Islander,White,M,1,60,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,0,56,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,0,56,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,31,1,1,0,1
18 - 25,No Weapon Reported,F,White,White,M,1,27,1,0,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,Black or African American,M,1,26,1,0,0,1
18 - 25,No Weapon Reported,M,White,American Indian or Alaska Native,F,0,30,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,30,1,0,0,1
18 - 25,No Weapon Reported,M,White,American Indian or Alaska Native,F,0,30,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,36,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,1,33,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,0,34,1,1,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,Multi-Racial,M,0,28,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,27,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,30,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,32,1,0,0,1
18 - 25,No Weapon Reported,M,White,Unknown,M,0,30,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,30,1,0,0,1
18 - 25,No Weapon Reported,M,White,Unknown,M,0,30,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,30,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,47,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,M,1,41,1,0,0,1
18 - 25,No Weapon Reported,M,Two or More Races,Black or African American,M,1,32,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,50,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,28,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,28,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,28,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,1,28,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,29,1,0,0,1
18 - 25,Weapon Reported,M,White,Unknown,M,1,30,1,1,0,1
18 - 25,No Weapon Reported,M,Asian,White,F,1,31,1,0,0,1
18 - 25,No Weapon Reported,M,White,Asian,M,0,35,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,F,1,25,1,1,0,1
18 - 25,No Weapon Reported,M,White,Asian,M,1,25,1,0,0,1
18 - 25,No Weapon Reported,M,White,Asian,M,1,25,1,0,0,1
18 - 25,No Weapon Reported,M,White,Multi-Racial,M,0,31,1,1,0,1
18 - 25,No Weapon Reported,M,Two or More Races,White,M,0,32,0,0,0,1
18 - 25,No Weapon Reported,M,Two or More Races,Unknown,M,0,31,1,0,0,1
18 - 25,No Weapon Reported,M,Asian,Hispanic,M,0,31,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,29,1,1,0,1
18 - 25,No Weapon Reported,M,Two or More Races,Black or African American,F,0,31,1,0,0,1
18 - 25,No Weapon Reported,M,Two or More Races,White,F,0,31,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,32,1,0,0,1
18 - 25,No Weapon Reported,M,Asian,White,M,0,26,1,0,0,1
18 - 25,No Weapon Reported,M,Asian,White,M,0,26,1,0,0,1
18 - 25,No Weapon Reported,M,Black or African American,Black or African American,M,0,24,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,31,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,27,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,55,1,1,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,Hispanic,M,0,28,1,1,0,1
18 - 25,No Weapon Reported,M,White,Asian,M,0,34,1,1,0,1
18 - 25,Weapon Reported,M,Nat Hawaiian/Oth Pac Islander,Black or African American,M,1,37,1,1,0,1
18 - 25,No Weapon Reported,M,Asian,Black or African American,M,0,54,1,1,0,1
18 - 25,No Weapon Reported,M,Two or More Races,White,M,0,35,1,1,0,1
18 - 25,No Weapon Reported,M,Two or More Races,White,M,0,35,1,0,0,1
18 - 25,No Weapon Reported,M,Two or More Races,White,M,0,35,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,34,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,23,1,0,0,1
18 - 25,No Weapon Reported,M,Black or African American,Black or African American,M,1,27,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,0,27,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,1,32,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,26,1,0,0,1
18 - 25,No Weapon Reported,F,White,White,F,0,34,1,0,0,1
18 - 25,No Weapon Reported,M,Black or African American,Hispanic,F,0,50,0,0,0,1
18 - 25,No Weapon Reported,M,Black or African American,Black or African American,M,1,30,1,0,0,1
18 - 25,No Weapon Reported,M,Black or African American,White,M,1,30,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,32,1,0,0,1
18 - 25,No Weapon Reported,M,White,American Indian or Alaska Native,M,0,47,1,0,0,1
18 - 25,No Weapon Reported,M,Two or More Races,Black or African American,M,0,25,1,1,0,1
18 - 25,No Weapon Reported,M,Asian,Black or African American,M,0,28,1,0,0,1
18 - 25,No Weapon Reported,F,White,Black or African American,M,0,32,1,1,0,1
18 - 25,No Weapon Reported,M,White,Hispanic,M,1,34,1,0,0,1
18 - 25,No Weapon Reported,M,White,Hispanic,M,1,34,1,0,0,1
18 - 25,No Weapon Reported,M,White,Hispanic,F,1,34,1,0,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,White,F,0,28,1,0,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,Black or African American,M,0,28,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,49,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,1,34,1,0,0,1
18 - 25,No Weapon Reported,M,Asian,Hispanic,M,0,56,1,0,0,1
18 - 25,No Weapon Reported,F,White,White,F,0,30,1,0,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,White,M,0,28,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,0,47,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,34,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,34,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,27,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,31,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,31,1,1,0,1
18 - 25,No Weapon Reported,M,White,American Indian or Alaska Native,M,0,31,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,31,1,1,0,1
18 - 25,No Weapon Reported,M,White,Unknown,F,1,34,1,1,0,1
18 - 25,Weapon Reported,M,White,Black or African American,M,0,34,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,23,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,23,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,0,27,0,0,0,1
18 - 25,No Weapon Reported,M,White,Hispanic,F,0,29,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,34,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,38,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,38,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,32,1,1,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,White,M,0,28,1,0,0,1
18 - 25,Weapon Reported,M,White,White,F,1,55,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,1,55,1,0,0,1
18 - 25,No Weapon Reported,M,White,American Indian or Alaska Native,F,0,35,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,36,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,1,34,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,32,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,30,1,1,0,1
18 - 25,No Weapon Reported,F,Black or African American,Unknown,M,1,31,1,0,0,1
18 - 25,No Weapon Reported,M,White,Hispanic,M,1,30,1,0,0,1
18 - 25,Weapon Reported,M,Hispanic or Latino,White,M,1,28,1,1,0,1
18 - 25,Weapon Reported,M,White,White,M,1,41,1,0,0,1
18 - 25,No Weapon Reported,M,Two or More Races,White,F,0,21,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,M,1,33,0,0,0,1
18 - 25,No Weapon Reported,M,White,Unknown,M,1,28,1,0,0,1
18 - 25,No Weapon Reported,M,White,Unknown,M,1,28,1,0,0,1
18 - 25,No Weapon Reported,M,White,Unknown,M,1,28,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,34,0,0,0,1
18 - 25,No Weapon Reported,F,White,Black or African American,M,1,26,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,30,1,1,0,1
18 - 25,No Weapon Reported,M,Two or More Races,Black or African American,M,0,29,1,0,0,1
18 - 25,No Weapon Reported,M,White,Asian,F,0,34,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,0,34,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,26,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,30,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,47,1,0,0,1
18 - 25,Weapon Reported,M,White,American Indian or Alaska Native,F,1,45,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,31,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,31,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,24,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,29,0,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,29,0,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,29,0,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,32,1,1,0,1
18 - 25,No Weapon Reported,M,Nat Hawaiian/Oth Pac Islander,White,F,0,33,1,0,0,1
18 - 25,No Weapon Reported,M,Nat Hawaiian/Oth Pac Islander,Black or African American,M,0,33,1,0,0,1
18 - 25,No Weapon Reported,M,Hispanic or Latino,White,M,0,27,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,32,1,0,0,1
18 - 25,No Weapon Reported,M,White,Asian,M,0,27,1,1,0,1
18 - 25,No Weapon Reported,F,White,White,F,0,32,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,F,1,23,1,0,0,1
18 - 25,No Weapon Reported,M,Two or More Races,White,F,1,25,1,0,0,1
18 - 25,No Weapon Reported,M,Two or More Races,White,M,0,35,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,36,1,0,0,1
18 - 25,No Weapon Reported,F,American Indian/Alaska Native,Black or African American,M,0,38,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,31,1,0,0,1
18 - 25,No Weapon Reported,M,White,Multi-Racial,F,0,47,1,1,0,1
18 - 25,No Weapon Reported,F,White,Asian,M,1,32,1,0,0,1
18 - 25,No Weapon Reported,F,White,Asian,M,1,32,1,0,0,1
18 - 25,Weapon Reported,M,White,White,M,0,32,1,1,0,1
18 - 25,No Weapon Reported,M,Two or More Races,White,F,0,32,1,1,0,1
18 - 25,No Weapon Reported,M,Two or More Races,White,F,0,49,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,33,1,0,0,1
18 - 25,No Weapon Reported,M,Black or African American,American Indian or Alaska Native,M,0,34,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,32,1,0,0,1
18 - 25,Weapon Reported,M,White,Unknown,M,1,22,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,28,1,0,0,1
18 - 25,No Weapon Reported,M,Two or More Races,Black or African American,M,0,25,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,23,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,F,0,23,1,0,0,1
18 - 25,No Weapon Reported,M,Black or African American,Hispanic,M,0,24,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,32,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,30,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,30,1,0,0,1
18 - 25,No Weapon Reported,F,White,Hispanic,F,0,32,1,1,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,1,25,1,0,0,1
18 - 25,No Weapon Reported,M,Black or African American,Unknown,M,0,27,1,0,0,1
18 - 25,No Weapon Reported,M,White,White,M,0,31,1,1,0,1
18 - 25,No Weapon Reported,M,Two or More Races,White,F,1,25,1,0,0,1
18 - 25,No Weapon Reported,M,Two or More Races,White,M,0,36,1,1,0,1
18 - 25,No Weapon Reported,M,Asian,White,M,0,28,1,0,0,1
18 - 25,No Weapon Reported,M,White,Unknown,M,0,59,1,0,0,1
18 - 25,No Weapon Reported,M,White,Unknown,M,1,59,1,0,0,1
18 - 25,No Weapon Reported,F,American Indian/Alaska Native,White,F,0,38,1,1,0,1
18 - 25,No Weapon Reported,M,White,White,F,0,27,1,0,0,1
18 - 25,No Weapon Reported,M,White,Multi-Racial,M,0,27,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,32,1,0,0,1
18 - 25,No Weapon Reported,F,White,Unknown,F,0,32,1,0,0,1
18 - 25,No Weapon Reported,M,White,Black or African American,M,0,39,0,0,0,1
